
   INFO  Server running on [http://127.0.0.1:8000].

  Press Ctrl+C to stop the server
  2026-06-11 05:36:02 /build/assets/loader-circle-DOjfw63j.js ...... ~ 0.39ms
  2026-06-11 05:36:02 /build/assets/GenericCombobox-BrHKnQ91.js .... ~ 0.47ms
  2026-06-11 05:36:02 /build/assets/index-Bq72hOse.js .............. ~ 0.51ms
  2026-06-11 05:36:02 /build/assets/check-CMDVCFnE.js .............. ~ 0.64ms
  2026-06-11 05:36:02 /build/assets/select-ZytnwyOG.js ............. ~ 0.07ms
  2026-06-11 05:36:02 /build/assets/index-u_Y0mYO9.js .............. ~ 0.35ms
  2026-06-11 05:36:02 /build/assets/index-DfnlAyco.js .............. ~ 0.49ms
  2026-06-11 05:36:02 /build/assets/dropdown-menu-B3sdb_1k.js ...... ~ 0.62ms
  2026-06-11 05:36:02 /build/assets/index-Bhz_ry2-.js .............. ~ 0.85ms
  2026-06-11 05:36:02 /build/assets/settings-CU2FFVI1.js ........... ~ 0.99ms
  2026-06-11 05:36:02 /build/assets/app-logo-icon-DDrT6k0I.js ...... ~ 0.04ms
  2026-06-11 05:36:02 /build/assets/building-2-BX2w2S2B.js ......... ~ 0.22ms
  2026-06-11 05:36:03 /build/assets/app-CTtEV4y4.css ............... ~ 0.03ms
  2026-06-11 05:36:03 /logo.png .................................... ~ 0.03ms
  2026-06-11 05:37:10 /login ....................................... ~ 0.12ms
  2026-06-11 05:37:10 /build/assets/app-CTtEV4y4.css ............... ~ 0.04ms
  2026-06-11 05:37:10 /build/assets/login-Dzh-h17g.js .............. ~ 0.06ms
  2026-06-11 05:37:10 /build/assets/input-error-BTLFUYy8.js ........ ~ 0.29ms
  2026-06-11 05:37:10 /build/assets/text-link-CSoec2uC.js .......... ~ 0.40ms
  2026-06-11 05:37:10 /build/assets/app-C8Ggl87-.js ................ ~ 0.59ms
  2026-06-11 05:37:10 /build/assets/button-5T1vwz7h.js ............. ~ 0.72ms
  2026-06-11 05:37:10 /build/assets/checkbox-DCAIBSVl.js ........... ~ 0.85ms
  2026-06-11 05:37:10 /_debugbar/assets ............................ ~ 0.04ms
  2026-06-11 05:37:10 /build/assets/input-Chfec9Ut.js .............. ~ 0.29ms
  2026-06-11 05:37:10 /build/assets/label-BOLrVtPs.js .............. ~ 0.42ms
  2026-06-11 05:37:10 /build/assets/spinner-WQlC3Liu.js ............ ~ 0.38ms
  2026-06-11 05:37:10 /build/assets/auth-layout-BL-PewUP.js ........ ~ 0.50ms
  2026-06-11 05:37:10 /build/assets/index-Bhz_ry2-.js .............. ~ 0.59ms
  2026-06-11 05:37:10 /build/assets/index-_tz1FyI2.js .............. ~ 0.07ms
  2026-06-11 05:37:10 /build/assets/index-Cmvk7tHf.js .............. ~ 0.20ms
  2026-06-11 05:37:10 /build/assets/index-DfnlAyco.js .............. ~ 0.33ms
  2026-06-11 05:37:10 /build/assets/index-CWQgIVzv.js .............. ~ 0.46ms
  2026-06-11 05:37:10 /build/assets/check-CMDVCFnE.js .............. ~ 0.64ms
  2026-06-11 05:37:10 /build/assets/createLucideIcon-DqZP-Ku8.js ... ~ 0.79ms
  2026-06-11 05:37:10 /_debugbar/assets ............................ ~ 0.04ms
  2026-06-11 05:37:10 /build/assets/index-Bq72hOse.js .............. ~ 0.29ms
  2026-06-11 05:37:10 /build/assets/loader-circle-DOjfw63j.js ...... ~ 0.45ms
  2026-06-11 05:37:10 /build/assets/app-logo-icon-DDrT6k0I.js ...... ~ 0.54ms
  2026-06-11 05:37:10 /build/assets/index-Dby2qiUZ.js .............. ~ 0.68ms
  2026-06-11 05:37:10 /build/assets/app-CTtEV4y4.css ............... ~ 0.03ms
  2026-06-11 05:37:10 /logo.png .................................... ~ 0.11ms
  2026-06-11 05:37:11 /login ........................................... ~ 1s
  2026-06-11 05:37:11 /dashboard ................................... ~ 0.03ms
  2026-06-11 05:37:11 /_debugbar/open .............................. ~ 0.06ms
  2026-06-11 05:37:11 /_debugbar/open .............................. ~ 0.31ms
