
   INFO  Server running on [http://127.0.0.1:8000].

  Press Ctrl+C to stop the server
  2026-06-24 10:56:08 /build/assets/index-Dd4jnFyq.js .............. ~ 0.34ms
  2026-06-24 10:56:08 /build/assets/index-DIS7WWPq.js .............. ~ 0.52ms
  2026-06-24 10:56:08 /build/assets/check-CD9PUByM.js .............. ~ 0.66ms
  2026-06-24 10:56:08 /build/assets/createLucideIcon-C-jyAfPC.js ... ~ 0.79ms
  2026-06-24 10:56:08 /build/assets/index-BOE09UYn.js ............ ~ 500.47ms
  2026-06-24 10:56:08 /build/assets/loader-circle-bDlQ2Afq.js .... ~ 500.69ms
  2026-06-24 10:56:08 /build/assets/app-logo-icon-Co08Z3aV.js .... ~ 500.77ms
  2026-06-24 10:56:08 /build/assets/index-Dby2qiUZ.js ............ ~ 500.85ms
  2026-06-24 10:56:08 /_debugbar/assets ............................ ~ 0.67ms
  2026-06-24 10:56:08 /build/assets/app-CbWkHNh_.css ............... ~ 0.03ms
  2026-06-24 10:56:08 /logo.png .................................... ~ 0.03ms
  2026-06-24 10:56:09 /login ..................................... ~ 500.53ms
  2026-06-24 10:56:09 /dashboard ................................... ~ 0.03ms
  2026-06-24 10:56:09 /_debugbar/open .............................. ~ 0.04ms
  2026-06-24 10:56:09 /_debugbar/open .............................. ~ 0.31ms
  2026-06-24 10:56:09 /build/assets/app-layout-DZ8XfOjz.js ......... ~ 0.06ms
  2026-06-24 10:56:09 /build/assets/dashboard-4Zjna9Xa.js .......... ~ 0.19ms
  2026-06-24 10:56:09 /build/assets/ErrorMessage-rfYRMas8.js ....... ~ 0.29ms
  2026-06-24 10:56:09 /build/assets/index-BNZ9Sn9j.js .............. ~ 0.38ms
  2026-06-24 10:56:09 /build/assets/Combination-BLMZmBBi.js ........ ~ 0.56ms
  2026-06-24 10:56:09 /build/assets/x-D8-K-wIk.js .................. ~ 0.07ms
  2026-06-24 10:56:09 /build/assets/textarea-WNL7jeYd.js ........... ~ 0.25ms
  2026-06-24 10:56:09 /build/assets/GenericCombobox-C7gsqXyQ.js .... ~ 0.40ms
  2026-06-24 10:56:09 /build/assets/select-BrkPklZq.js ............. ~ 0.46ms
  2026-06-24 10:56:09 /build/assets/index-CyL8o_FW.js .............. ~ 0.59ms
  2026-06-24 10:56:09 /build/assets/CRMAssignmentSection-CGJmerUy.js  ~ 0.42ms
  2026-06-24 10:56:09 /build/assets/dropdown-menu-DOT7iNiI.js ...... ~ 0.51ms
  2026-06-24 10:56:09 /build/assets/settings-D9gq9JFj.js ........... ~ 0.28ms
  2026-06-24 10:56:09 /build/assets/building-2-Cq4oqecc.js ......... ~ 0.40ms
  2026-06-24 10:56:09 /build/assets/badge-B9_uY1HL.js .............. ~ 0.35ms
  2026-06-24 10:56:09 /build/assets/circle-alert-BLUwtcNo.js ....... ~ 0.48ms
  2026-06-24 10:56:09 /build/assets/file-text-Bqqr7zy0.js .......... ~ 0.57ms
  2026-06-24 10:56:09 /build/assets/calendar-Az3_zS15.js ........... ~ 0.42ms
  2026-06-24 10:56:09 /build/assets/clock-Dc1GOt6L.js .............. ~ 0.52ms
  2026-06-24 10:56:09 /build/assets/map-pin-CnjA-7Y_.js ............ ~ 0.71ms
  2026-06-24 10:56:09 /build/assets/card-pcWgINJM.js ............... ~ 0.04ms
  2026-06-24 10:56:09 /build/assets/video-BezLiSHC.js .............. ~ 0.18ms
  2026-06-24 10:56:09 /admin/settings .............................. ~ 0.02ms
  2026-06-24 10:57:59 /login ....................................... ~ 0.13ms
  2026-06-24 10:57:59 /build/assets/app-CbWkHNh_.css ............... ~ 0.03ms
  2026-06-24 10:57:59 /build/assets/login-CpAt4lyA.js .............. ~ 0.07ms
  2026-06-24 10:57:59 /build/assets/input-error-c9HKPrsi.js ........ ~ 0.34ms
  2026-06-24 10:57:59 /build/assets/text-link-B2DKKOP8.js .......... ~ 0.45ms
  2026-06-24 10:57:59 /build/assets/button-yyHK97aV.js ............. ~ 0.66ms
  2026-06-24 10:57:59 /build/assets/checkbox-BYuRvQIE.js ........... ~ 0.79ms
  2026-06-24 10:57:59 /build/assets/app-NBQrnAqq.js ................ ~ 0.95ms
  2026-06-24 10:57:59 /_debugbar/assets ............................ ~ 0.16ms
  2026-06-24 10:57:59 /build/assets/input-CFN0jbOi.js .............. ~ 0.33ms
  2026-06-24 10:57:59 /build/assets/label-DIQHlRAY.js .............. ~ 0.47ms
  2026-06-24 10:57:59 /build/assets/spinner-BpF45md_.js ............ ~ 0.60ms
  2026-06-24 10:57:59 /build/assets/auth-layout-CT8rLqUD.js ........ ~ 0.45ms
  2026-06-24 10:57:59 /build/assets/index-Bhz_ry2-.js .............. ~ 0.54ms
  2026-06-24 10:57:59 /build/assets/index-_tz1FyI2.js .............. ~ 0.08ms
  2026-06-24 10:57:59 /build/assets/index-DhOUqLs5.js .............. ~ 0.21ms
  2026-06-24 10:57:59 /build/assets/index-Dd4jnFyq.js .............. ~ 0.34ms
  2026-06-24 10:57:59 /build/assets/index-DIS7WWPq.js .............. ~ 0.47ms
  2026-06-24 10:57:59 /build/assets/check-CD9PUByM.js .............. ~ 0.60ms
  2026-06-24 10:57:59 /build/assets/createLucideIcon-C-jyAfPC.js ... ~ 0.74ms
  2026-06-24 10:57:59 /_debugbar/assets ............................ ~ 0.05ms
  2026-06-24 10:57:59 /build/assets/index-BOE09UYn.js .............. ~ 0.33ms
  2026-06-24 10:57:59 /build/assets/loader-circle-bDlQ2Afq.js ...... ~ 0.45ms
  2026-06-24 10:57:59 /build/assets/app-logo-icon-Co08Z3aV.js ...... ~ 0.54ms
  2026-06-24 10:57:59 /build/assets/index-Dby2qiUZ.js .............. ~ 0.62ms
  2026-06-24 10:57:59 /build/assets/app-CbWkHNh_.css ............... ~ 0.03ms
  2026-06-24 10:57:59 /logo.png .................................... ~ 0.11ms
  2026-06-24 10:58:00 /login ........................................... ~ 1s
  2026-06-24 10:58:00 /dashboard ................................... ~ 0.04ms
  2026-06-24 10:58:00 /_debugbar/open .............................. ~ 0.03ms
  2026-06-24 10:58:00 /_debugbar/open .............................. ~ 0.04ms
  2026-06-24 10:58:00 /build/assets/app-layout-DZ8XfOjz.js ......... ~ 0.07ms
  2026-06-24 10:58:00 /build/assets/dashboard-4Zjna9Xa.js .......... ~ 0.59ms
  2026-06-24 10:58:00 /build/assets/ErrorMessage-rfYRMas8.js ....... ~ 0.31ms
  2026-06-24 10:58:00 /build/assets/index-BNZ9Sn9j.js .............. ~ 0.40ms
  2026-06-24 10:58:00 /build/assets/Combination-BLMZmBBi.js ........ ~ 0.53ms
  2026-06-24 10:58:00 /build/assets/x-D8-K-wIk.js .................. ~ 0.15ms
  2026-06-24 10:58:00 /build/assets/textarea-WNL7jeYd.js ........... ~ 0.32ms
  2026-06-24 10:58:00 /build/assets/GenericCombobox-C7gsqXyQ.js .... ~ 0.45ms
  2026-06-24 10:58:00 /build/assets/select-BrkPklZq.js ............. ~ 0.52ms
  2026-06-24 10:58:00 /build/assets/index-CyL8o_FW.js .............. ~ 0.71ms
  2026-06-24 10:58:00 /build/assets/CRMAssignmentSection-CGJmerUy.js  ~ 0.22ms
  2026-06-24 10:58:00 /build/assets/dropdown-menu-DOT7iNiI.js ...... ~ 0.27ms
  2026-06-24 10:58:00 /build/assets/settings-D9gq9JFj.js ........... ~ 0.43ms
  2026-06-24 10:58:00 /build/assets/building-2-Cq4oqecc.js ......... ~ 0.55ms
  2026-06-24 10:58:00 /build/assets/badge-B9_uY1HL.js .............. ~ 0.51ms
  2026-06-24 10:58:00 /build/assets/circle-alert-BLUwtcNo.js ....... ~ 0.08ms
  2026-06-24 10:58:00 /build/assets/file-text-Bqqr7zy0.js .......... ~ 0.17ms
  2026-06-24 10:58:00 /build/assets/calendar-Az3_zS15.js ........... ~ 0.34ms
  2026-06-24 10:58:00 /build/assets/clock-Dc1GOt6L.js .............. ~ 0.48ms
  2026-06-24 10:58:00 /build/assets/map-pin-CnjA-7Y_.js ............ ~ 0.77ms
  2026-06-24 10:58:00 /build/assets/card-pcWgINJM.js ............... ~ 0.90ms
  2026-06-24 10:58:00 /build/assets/video-BezLiSHC.js .............. ~ 0.03ms
  2026-06-24 10:58:00 /admin-settings .............................. ~ 0.03ms
  2026-06-24 10:58:01 /build/assets/app-CbWkHNh_.css ............... ~ 0.19ms
  2026-06-24 10:58:01 /build/assets/Index-D2IYqW6C.js .............. ~ 0.65ms
  2026-06-24 10:58:01 /build/assets/shield-check-BUwizIl1.js ....... ~ 0.79ms
  2026-06-24 10:58:01 /build/assets/mail-Bry3WkKw.js ............... ~ 0.88ms
  2026-06-24 10:58:01 /build/assets/app-NBQrnAqq.js ................ ~ 1.06ms
  2026-06-24 10:58:01 /build/assets/phone-sfvArS2c.js .............. ~ 1.19ms
  2026-06-24 10:58:01 /build/assets/ErrorMessage-rfYRMas8.js ....... ~ 0.92ms
  2026-06-24 10:58:01 /build/assets/globe-C7LUtI_g.js .............. ~ 0.18ms
